accuracy,macro_f1,seed,best_val_accuracy
0.7409777777777777,0.7429004757869092,13,0.7434444444444445
0.7323777777777778,0.7332563943325768,37,0.7338888888888889
0.739,0.7381738783050423,73,0.7404777777777778
