accuracy,macro_f1,seed,best_val_accuracy
0.8182222222222222,0.8173628470445173,13,0.8082222222222222
0.8173333333333334,0.8165965007256804,37,0.8066666666666666
0.8208888888888889,0.8201858810961518,73,0.8051111111111111
