accuracy,macro_f1,seed,best_val_accuracy
0.8264444444444444,0.8266786928541233,13,0.8206666666666667
0.8295555555555556,0.8294272643583801,37,0.822
0.8275555555555556,0.8275018084047178,73,0.8126666666666666
