0,1,2,3,4,5,6,7,8,9
398,4,4,1,0,2,0,0,27,14
7,347,1,0,0,1,0,1,5,88
10,2,372,6,19,12,14,6,8,1
1,3,9,344,18,53,6,7,5,4
6,1,15,22,330,27,4,40,4,1
2,5,9,56,25,321,4,25,1,2
2,0,11,9,6,5,413,1,3,0
1,1,7,4,26,31,0,369,7,4
19,4,4,0,1,0,0,4,406,12
13,49,1,0,1,0,1,1,6,378
