seed,best_val_accuracy,test_loss,accuracy
13,0.914799975156784,0.2600747344456613,0.9174999788403511
37,0.9205999773740768,0.27162644919008017,0.916199975013733
73,0.9115999746322632,0.2693623762857169,0.9182999774813652
