0,1,2,3,4,5,6,7,8,9
409,6,4,0,2,2,3,1,17,6
2,393,0,1,1,0,0,1,6,46
12,1,381,12,13,5,18,1,6,1
1,2,7,382,17,30,4,5,1,1
5,0,9,10,374,20,7,21,2,2
4,2,7,59,20,324,11,20,3,0
0,0,2,8,1,1,437,0,1,0
1,3,4,6,32,20,0,375,0,9
16,5,3,0,2,0,1,1,413,9
8,58,0,1,0,0,0,0,7,376
