0,1,2,3,4,5,6,7,8,9
7233,110,288,85,85,76,23,85,623,392
88,6517,49,68,44,116,23,54,238,1803
326,23,6613,489,328,443,470,69,193,46
65,30,470,6282,361,1229,295,109,78,81
88,15,644,828,5930,791,217,338,82,67
48,32,512,1566,648,5543,118,336,108,89
68,14,544,666,90,165,7378,13,41,21
59,24,272,317,765,796,17,6496,99,155
402,134,259,145,149,122,74,50,7256,409
81,895,53,83,70,94,28,55,201,7440
