0,1,2,3,4,5,6,7,8,9
400,5,3,1,0,2,1,1,25,12
7,356,1,2,0,0,0,4,5,75
11,1,361,18,11,11,18,7,12,0
4,3,11,347,16,39,13,9,4,4
7,1,9,23,333,26,6,42,2,1
5,3,8,66,20,320,4,18,4,2
2,0,8,5,2,3,426,2,2,0
4,3,5,6,27,21,0,375,6,3
24,5,6,1,0,5,0,3,396,10
13,53,0,0,0,0,0,1,4,379
