accuracy,macro_f1,seed,best_val_accuracy
0.8173333333333334,0.8171659748822862,13,0.8015555555555556
0.8206666666666667,0.8200557912283992,37,0.8024444444444444
0.8075555555555556,0.8073363058204276,73,0.7935555555555556
