epoch,loss,accuracy
1,1.0550678502505935,0.6862235917171962
2,0.3067473137462643,0.9021126762242384
3,0.11201938679835326,0.9696302816901409
4,0.05457761393151653,0.9880281695177857
5,0.037619774400348395,0.9933098596586308
