0,1,2,3,4,5,6,7,8,9
8404,83,58,6,11,13,7,13,246,159
12,8000,4,3,0,17,1,2,25,936
48,13,8382,132,104,101,101,20,81,18
12,19,128,7882,106,739,43,27,27,17
8,23,143,269,7925,384,24,157,43,24
6,32,107,488,231,7973,15,81,38,29
9,7,187,137,37,50,8536,1,20,16
17,31,40,50,282,242,2,8221,38,77
109,131,38,15,20,23,2,9,8447,206
21,616,5,6,6,9,1,12,29,8295
