epoch,loss,accuracy
1,1.040467148935291,0.6355633802816901
2,0.5157376890870887,0.8225352117713068
3,0.2882473370139028,0.9003521128439568
4,0.16583814004987057,0.9419014084507042
5,0.095044085441131,0.9695862674377334
