0,1,2,3,4,5,6,7,8,9
400,5,5,2,1,0,0,0,27,10
3,359,1,0,0,1,1,4,3,78
9,1,386,5,14,4,16,4,11,0
1,3,8,326,18,73,10,6,2,3
7,0,7,14,370,15,6,29,1,1
2,2,10,50,31,320,9,20,4,2
4,0,13,4,1,0,426,1,1,0
1,0,6,2,20,11,0,404,2,4
16,3,3,1,1,0,2,4,411,9
5,44,0,1,0,0,0,0,6,394
