0,1,2,3,4,5,6,7,8,9
8622,44,84,12,7,11,15,9,155,41
45,7982,6,9,4,25,10,12,54,853
49,2,8402,108,104,116,150,26,41,2
6,8,149,7935,108,625,97,40,23,9
15,6,198,267,7682,501,53,241,23,14
21,18,147,703,239,7627,46,152,32,15
7,2,146,65,13,30,8729,3,5,0
23,18,41,39,255,263,1,8287,33,40
241,54,88,26,22,20,15,14,8436,84
76,951,21,19,12,20,10,35,80,7776
