0,1,2,3,4,5,6,7,8,9
8615,38,45,7,16,5,14,23,185,52
35,7889,4,6,4,13,12,23,47,967
93,5,8303,88,175,79,178,32,40,7
13,13,170,7689,281,609,109,85,22,9
18,10,135,126,8041,249,47,333,33,8
14,20,130,590,484,7314,55,336,33,24
6,2,110,50,26,23,8764,6,9,4
20,12,34,27,239,102,3,8494,24,45
220,61,62,9,28,18,5,25,8466,106
68,874,13,8,19,12,10,46,64,7886
