epoch,loss,accuracy
1,0.3703883267150081,0.8743892146410803
2,0.16489866158548364,0.9427638592750534
3,0.09988514226070302,0.9651186034115139
4,0.07282821686346648,0.9750133262260128
5,0.0585466797470877,0.98051039445629
