0,1,2,3,4,5,6,7,8,9
412,1,7,1,4,1,0,2,19,3
1,393,1,1,1,1,0,1,4,47
7,1,387,8,14,3,17,6,7,0
1,2,2,384,18,30,8,4,0,1
4,1,6,21,378,18,4,16,2,0
2,4,10,53,27,334,4,15,1,0
3,0,9,5,1,2,430,0,0,0
3,3,2,4,32,15,0,387,0,4
20,7,6,1,2,0,2,4,404,4
6,57,1,1,0,0,0,0,4,381
