seed,best_val_accuracy,test_loss,accuracy
13,0.8791999781131744,0.3581445534154773,0.8761999750137329
37,0.8789999735355377,0.34933362357318404,0.8864999753236771
73,0.8785999768972397,0.3551899357885122,0.8803999760746956
