seed,train_silhouette_score,train_davies_bouldin_index,train_distance_ratio,train_samples,test_silhouette_score,test_davies_bouldin_index,test_distance_ratio,test_samples
13,0.47687381505966187,0.9392616456618459,2.5568790435791016,1000,0.39411625266075134,1.0978162569853303,2.1679129600524902,1000
37,0.47684362530708313,0.8904775759906218,2.560408592224121,1000,0.3942126929759979,1.0528624844019432,2.2081716060638428,1000
73,0.46858471632003784,0.9333461141772956,2.512416124343872,1000,0.3941565155982971,1.1499858777223575,2.1915066242218018,1000
