epoch,loss,accuracy
1,1.0501798152923585,0.6125550129957613
2,0.8852198726683855,0.6838970895900692
3,0.8575386352837086,0.6861219623894559
4,0.8123897790163755,0.702714469511138
5,0.7625949222967029,0.7203433384427751
