accuracy,macro_f1,seed,best_val_accuracy
0.8597777777777778,0.8594763985791376,13,0.8531111111111112
0.8604444444444445,0.8598296858595396,37,0.8475555555555555
0.8586666666666667,0.8580423804257673,73,0.8473333333333334
