0,1,2,3,4,5,6,7,8,9
8382,54,110,43,21,19,12,25,259,75
37,8083,8,24,4,40,8,15,61,720
71,4,8188,216,128,178,167,20,24,4
6,4,102,7915,123,722,95,20,12,1
15,11,222,396,7516,474,64,267,21,14
15,19,75,741,294,7670,46,116,15,9
7,2,143,167,18,47,8609,0,6,1
42,16,48,110,392,377,5,7929,22,59
226,90,129,52,35,38,21,29,8255,125
54,1194,13,40,11,29,14,27,82,7536
