epoch,loss,accuracy
1,0.47254970626324394,0.8349991115849325
2,0.265468239138206,0.90636105188344
3,0.1765962037619921,0.9380885749822317
4,0.1193481486743447,0.959044065387349
5,0.08545970487955748,0.9703269367448472
