0,1,2,3,4,5,6,7,8,9
414,3,7,0,1,0,1,1,20,3
7,383,0,1,1,0,0,1,11,46
16,3,384,6,20,3,11,1,6,0
4,0,7,346,30,43,13,7,0,0
7,1,4,10,390,15,6,14,3,0
4,3,13,51,50,307,5,14,2,1
3,0,12,6,2,1,424,0,2,0
5,1,6,7,44,7,1,370,2,7
23,3,1,2,4,0,0,2,413,2
17,68,1,1,0,0,0,0,14,349
