0,1,2,3,4,5,6,7,8,9
805,9,7,1,1,2,0,7,55,13
10,768,0,0,1,2,0,2,10,107
15,3,781,18,31,17,16,8,11,0
3,2,28,704,32,99,13,13,4,2
6,0,25,23,736,43,5,59,3,0
2,6,18,96,62,666,7,36,4,3
2,0,26,25,5,8,829,0,5,0
3,4,9,9,62,26,1,779,3,4
39,14,11,2,4,2,1,7,797,23
9,119,3,4,3,4,1,6,10,741
