0,1,2,3,4,5,6,7,8,9
8588,49,44,14,12,15,11,11,201,55
34,7978,5,7,5,12,10,17,70,862
81,3,8237,122,164,118,188,22,61,4
9,11,128,8031,175,467,107,36,27,9
18,12,135,227,7829,371,58,305,34,11
19,21,103,882,316,7359,72,175,41,12
7,2,106,57,25,19,8771,0,10,3
16,23,39,52,262,187,2,8344,33,42
170,55,36,17,30,21,17,14,8555,85
63,960,10,14,16,19,10,32,92,7784
