epoch,loss,accuracy
1,1.2226861281943981,0.613284026297086
2,1.064020563502132,0.671863894811656
3,0.9744524312362488,0.6942186389481165
4,0.8881800096129897,0.7156960732054015
5,0.8143085052061352,0.7526208244491827
