0,1,2,3,4,5,6,7,8,9
822,7,8,2,4,1,3,1,47,5
3,787,1,0,2,4,0,1,14,88
12,0,807,10,24,15,18,5,9,0
3,4,14,733,32,80,18,13,3,0
4,0,23,16,767,28,12,43,7,0
1,3,8,62,38,747,5,28,7,1
1,0,12,12,5,2,865,2,1,0
3,7,7,5,43,19,0,808,5,3
37,12,12,2,5,1,3,4,818,6
9,97,0,1,3,2,3,8,17,760
