epoch,loss,accuracy
1,1.5733511786088876,0.4719414892771565
2,1.1928945251390444,0.6465647165656935
3,1.0821266255691542,0.6619902481424048
4,0.9872356714509057,0.7257535461838364
5,1.000873034093397,0.6665115250763318
