epoch,loss,accuracy
1,0.8233826649188996,0.680799983739853
2,0.5633938493579627,0.7894999793171883
3,0.48526624385267497,0.8215999770164489
4,0.4281033736467361,0.841899978518486
5,0.3860686060786247,0.8565999761223793
