accuracy,macro_f1,seed,best_val_accuracy
0.8898111111111111,0.8902063668845372,13,0.8906222222222222
0.8905333333333333,0.8901659984203686,37,0.8924444444444445
0.8878333333333334,0.8875642253179548,73,0.8898333333333334
