epoch,loss,accuracy
1,1.279114108979702,0.48560419664217036
2,1.1310995173454286,0.5673650035407742
3,1.090954102575779,0.5882975242659367
4,1.0804856309294701,0.585874707520196
5,1.0193112783133984,0.6194162048955171
