epoch,loss,accuracy
1,1.3126621302962302,0.4682181613371848
2,1.1400481304526329,0.5518031797112557
3,1.0871294829249383,0.5759969357656155
4,1.029010858386755,0.6049746265526186
5,0.9652711234986782,0.6264933250495953
