seed,soft_voting_accuracy,soft_voting_macro_f1,stacking_accuracy,stacking_macro_f1
13,0.9394444444444444,0.9393741315088796,0.9276666666666666,0.9276873939569048
37,0.9374444444444444,0.9374514050791026,0.9312222222222222,0.9312396386732399
73,0.9394444444444444,0.9393778611841563,0.9326666666666666,0.9326148446266403
