0,1,2,3,4,5,6,7,8,9
383,4,4,2,1,3,1,0,42,10
6,369,2,1,2,0,0,1,5,64
9,3,379,7,12,12,15,3,10,0
1,2,12,325,14,76,12,2,1,5
9,0,18,22,326,32,5,33,4,1
4,4,11,53,35,324,3,13,1,2
2,0,17,4,1,3,420,1,2,0
3,1,5,10,37,47,3,328,10,6
25,4,4,0,3,3,1,5,398,7
11,63,0,0,0,0,0,1,4,371
