accuracy,macro_f1,seed,best_val_accuracy
0.8435555555555555,0.8425487671078035,13,0.8266666666666667
0.8311111111111111,0.8300067369954516,37,0.8237777777777778
0.8262222222222222,0.8248012449246828,73,0.8184444444444444
