0,1,2,3,4,5,6,7,8,9
416,3,4,1,3,1,1,0,16,5
5,390,0,1,1,0,1,1,8,43
12,1,393,2,19,5,15,0,3,0
2,1,8,369,17,43,6,3,0,1
4,0,6,14,383,22,5,15,1,0
3,2,4,48,29,335,4,22,3,0
2,0,4,11,3,1,429,0,0,0
2,1,3,7,27,16,0,389,2,3
22,7,3,2,1,0,0,3,411,1
8,73,1,1,1,0,0,0,12,354
