accuracy,macro_f1,seed,best_val_accuracy
0.86,0.8594843145289369,13,0.8562222222222222
0.8644444444444445,0.8642238984274873,37,0.8582222222222222
0.8628888888888889,0.8624654689477603,73,0.8557777777777777
