0,1,2,3,4,5,6,7,8,9
415,1,1,0,1,2,0,1,23,6
7,377,2,0,0,2,1,3,5,53
17,1,374,5,20,8,14,3,8,0
4,2,18,292,21,80,19,9,1,4
9,0,11,5,354,28,5,34,3,1
3,2,16,32,30,340,7,15,4,1
4,0,22,3,1,3,414,2,1,0
6,0,2,1,22,21,0,391,1,6
28,1,4,0,1,1,0,4,404,7
8,50,0,1,1,0,0,0,11,379
