0,1,2,3,4,5,6,7,8,9
824,8,6,1,1,1,0,4,45,10
14,769,0,0,0,2,0,0,12,103
35,3,752,24,32,14,20,7,12,1
6,3,13,738,38,74,9,15,4,0
5,1,18,31,753,32,8,48,3,1
4,2,16,125,64,647,5,32,3,2
5,1,17,25,6,5,838,1,2,0
7,4,8,15,53,24,0,777,6,6
55,13,8,4,5,2,1,3,792,17
10,108,4,2,2,3,3,4,10,754
