0,1,2,3,4,5,6,7,8,9
405,4,4,5,3,1,2,3,20,3
4,395,1,0,1,0,1,4,5,39
7,1,371,14,21,4,20,3,9,0
1,2,7,381,12,31,7,8,0,1
0,0,6,22,357,22,6,34,3,0
1,3,8,83,30,294,9,22,0,0
0,1,10,15,0,4,420,0,0,0
3,0,3,6,22,9,1,403,2,1
23,6,4,5,4,2,1,2,397,6
7,79,2,3,2,0,0,3,8,346
