accuracy,macro_f1,seed,best_val_accuracy
0.8051111111111111,0.8050074739309716,13,0.7893333333333333
0.7964444444444444,0.7948825390871745,37,0.7817777777777778
0.7764444444444445,0.7768650104504753,73,0.7664444444444445
