,0,1,2,3,4,5,6,7,8,9
0,0.0,13.455325413083342,12.960239553981875,13.164040511641856,13.339145620669644,13.264846581478585,12.842025617498056,13.44493525501462,12.429682019835067,13.232767737893928
1,13.455325413083342,0.0,13.350623621590081,13.761050211506527,13.805730368214537,13.583054445693183,13.234263601401784,14.153640269593108,13.356113828088557,11.485140301750915
2,12.960239553981875,13.350623621590081,0.0,13.076605583313329,13.170608624514236,13.04955498222919,12.618540778898629,13.633295249363542,13.192325750755275,12.898365917780872
3,13.164040511641856,13.761050211506527,13.076605583313329,0.0,13.25625884034777,12.763450657436648,13.246473358291444,14.040662221102647,13.644193161065973,13.197332875091266
4,13.339145620669644,13.805730368214537,13.170608624514236,13.25625884034777,0.0,13.65047608436958,13.638082045192855,13.560260636649339,13.832587405628564,13.67465436762447
5,13.264846581478585,13.583054445693183,13.04955498222919,12.763450657436648,13.65047608436958,0.0,13.333784153404745,14.209072097707844,13.489542731964573,13.288683907747476
6,12.842025617498056,13.234263601401784,12.618540778898629,13.246473358291444,13.638082045192855,13.333784153404745,0.0,13.93117992451293,12.937465304083087,12.855305023227075
7,13.44493525501462,14.153640269593108,13.633295249363542,14.040662221102647,13.560260636649339,14.209072097707844,13.93117992451293,0.0,13.895085139859452,13.54858211954453
8,12.429682019835067,13.356113828088557,13.192325750755275,13.644193161065973,13.832587405628564,13.489542731964573,12.937465304083087,13.895085139859452,0.0,12.91132973320839
9,13.232767737893928,11.485140301750915,12.898365917780872,13.197332875091266,13.67465436762447,13.288683907747476,12.855305023227075,13.54858211954453,12.91132973320839,0.0
