0,1,2,3,4,5,6,7,8,9
412,3,3,1,1,0,0,1,19,10
6,378,0,0,1,0,1,2,4,58
15,2,384,9,9,3,15,5,8,0
2,2,8,373,12,30,8,8,4,3
4,0,8,25,362,12,4,29,2,4
3,0,10,61,20,323,6,18,5,4
3,0,8,12,1,1,422,1,2,0
4,0,5,4,18,10,1,398,2,8
22,2,1,1,2,0,0,1,415,6
6,49,0,1,0,0,0,0,9,385
