0,1,2,3,4,5,6,7,8,9
8719,27,41,3,9,7,9,11,148,26
27,8190,2,3,5,6,3,10,40,714
33,4,8595,81,74,61,102,18,28,4
3,5,73,8219,99,504,45,23,24,5
7,9,122,98,8257,254,18,204,25,6
8,13,66,388,195,8170,19,89,41,11
4,0,81,36,9,22,8838,0,7,3
15,9,15,27,150,100,2,8639,20,23
124,39,29,4,19,10,7,12,8696,60
45,591,11,9,14,10,2,15,52,8251
