0,1,2,3,4,5,6,7,8,9
835,5,5,3,1,1,2,1,39,8
9,766,0,2,0,3,0,0,7,113
8,0,824,17,13,10,17,3,7,1
4,2,11,790,14,53,12,10,4,0
4,0,21,20,767,31,8,40,6,3
1,2,14,85,33,720,9,29,6,1
1,0,16,9,4,2,866,0,2,0
2,4,5,5,26,19,1,829,4,5
41,10,6,2,3,0,6,3,818,11
11,75,2,3,1,3,2,5,8,790
