seed,best_val_accuracy,test_loss,accuracy
13,0.9211999773979187,0.2497906482592225,0.9176999753713608
37,0.9151999759674072,0.2814441416598856,0.9098999765515328
73,0.916199975013733,0.25877663953229785,0.9118999770283699
