seed,best_val_accuracy,test_loss,accuracy
13,0.9209999805688858,0.3685061179846525,0.9155999764800071
37,0.9171999770402909,0.31881020821630957,0.9183999779820442
73,0.9167999774217606,0.32049395330250263,0.9196999761462211
