seed,train_silhouette_score,train_davies_bouldin_index,train_distance_ratio,train_samples,test_silhouette_score,test_davies_bouldin_index,test_distance_ratio,test_samples
13,0.3898414373397827,1.16355092026058,2.3106188774108887,1000,0.3125308156013489,1.3322600066566115,2.015019416809082,1000
37,0.4022698402404785,1.064948207434786,2.3976337909698486,1000,0.3299046754837036,1.2205612898972364,2.1190338134765625,1000
73,0.3751645088195801,1.1508175782089956,2.2729578018188477,1000,0.3101206123828888,1.3944436233535435,2.0594751834869385,1000
