0,1,2,3,4,5,6,7,8,9
7447,99,254,74,105,53,27,217,586,138
145,6795,50,70,40,65,33,197,299,1306
366,18,6641,437,525,273,291,262,166,21
56,22,583,5755,720,1084,308,373,71,28
67,12,558,434,6471,453,134,768,84,19
63,30,547,1442,993,4672,160,945,118,30
29,15,806,624,218,100,7087,52,50,19
70,21,138,161,521,265,14,7702,69,39
471,166,260,135,184,64,51,186,7335,148
217,1181,71,75,74,63,23,312,379,6605
