0,1,2,3,4,5,6,7,8,9
407,5,8,1,2,1,0,2,21,3
8,374,1,1,0,1,0,1,8,56
16,2,377,11,20,6,9,5,3,1
2,1,15,352,19,50,4,6,1,0
9,1,8,26,352,18,2,31,2,1
4,4,10,61,34,313,2,21,1,0
2,1,17,8,4,1,413,0,4,0
6,3,6,5,37,17,0,370,5,1
26,8,1,2,4,0,0,3,399,7
10,62,2,4,0,0,0,0,5,367
