0,1,2,3,4,5,6,7,8,9
8690,29,40,2,11,7,4,12,169,36
21,8371,5,3,3,16,3,8,34,536
33,2,8566,105,79,85,77,18,34,1
4,6,70,8307,96,439,27,27,19,5
6,9,85,114,8309,239,15,186,31,6
8,15,53,466,220,8111,13,81,25,8
4,1,82,75,10,22,8795,1,9,1
14,12,14,29,152,100,1,8634,22,22
107,47,21,7,21,14,4,17,8699,63
40,735,5,10,7,12,3,20,69,8099
