epoch,loss,accuracy
1,0.5150024047866464,0.8128999781608581
2,0.29048388831317423,0.8978999772667885
3,0.20828868099488318,0.9257999765872955
4,0.11739785283454694,0.9614999786019325
5,0.06482189390750136,0.9792999812960624
