epoch,loss,accuracy
1,1.0399503163993358,0.6025860867271057
2,0.8669906441867351,0.6732683267272779
3,0.8185503003001213,0.6808036746818226
4,0.7388748729601502,0.7112111052022396
5,0.6529250342026353,0.7458311390519172
