0,1,2,3,4,5,6,7,8,9
387,8,8,2,1,1,2,6,29,6
3,359,2,1,1,1,0,7,11,65
11,1,373,15,15,7,17,4,7,0
3,2,22,305,41,55,12,5,5,0
3,2,22,20,312,36,8,39,6,2
0,6,9,52,41,312,3,24,2,1
1,0,14,15,3,2,411,0,4,0
4,2,5,13,32,22,0,362,5,5
15,7,1,2,3,1,2,1,410,8
9,59,0,4,1,1,0,4,13,359
