0,1,2,3,4,5,6,7,8,9
8085,66,217,12,51,8,16,58,335,152
27,7985,16,13,11,13,10,21,59,845
42,1,8375,101,159,75,169,29,35,14
11,9,221,7738,330,468,101,81,17,24
5,9,264,195,7851,200,44,384,21,27
12,29,267,852,551,6843,45,345,29,27
4,1,203,103,55,35,8577,4,16,2
15,20,98,52,308,88,2,8348,23,46
161,87,104,37,43,15,16,51,8325,161
31,1023,19,12,19,7,5,42,64,7778
