0,1,2,3,4,5,6,7,8,9
382,9,6,2,3,0,2,6,33,7
4,371,2,1,0,0,1,3,10,58
9,0,372,17,10,14,17,3,8,0
6,1,19,306,22,63,25,5,3,0
2,3,20,33,305,39,5,36,5,2
0,4,13,67,31,309,1,20,4,1
3,2,18,9,0,3,413,0,2,0
7,1,6,10,30,34,2,353,2,5
13,6,2,3,3,1,5,0,412,5
11,68,1,1,1,0,1,3,6,358
