epoch,loss,accuracy
1,0.3706068766117096,0.8688999766111374
2,0.1560186396446079,0.9462999749183655
3,0.08859392708167434,0.9693999791145325
4,0.05754581008048262,0.9819999787211419
5,0.03621114256238798,0.9904999887943268
