,0,1,2,3,4,5,6,7,8,9
0,0.0,7.357881313899295,7.650881896347219,8.092904862022998,8.070492984410382,8.25942618949036,8.75889735825663,7.94409907389684,6.642670871294015,7.4339247814884635
1,7.357881313899295,0.0,7.867844663050488,7.965063115210155,8.150783469503601,7.756077193109895,8.70683199869916,8.228647060078906,7.2317300240165165,5.167366114334015
2,7.650881896347219,7.867844663050488,0.0,6.9956687556922486,7.377621688558738,7.208239485186401,7.265230943343435,7.942225981481506,7.655528279880689,7.958814819729134
3,8.092904862022998,7.965063115210155,6.9956687556922486,0.0,6.675233561610908,4.885316331919188,7.3458580933822235,7.4552902072012275,7.8047242968719415,8.033630356168215
4,8.070492984410382,8.150783469503601,7.377621688558738,6.675233561610908,0.0,5.950499638618126,8.283184447338064,5.768247175316304,7.94799187874316,8.272743453988534
5,8.25942618949036,7.756077193109895,7.208239485186401,4.885316331919188,5.950499638618126,0.0,7.743161662738442,6.725573478757079,7.929977242625649,7.976533197602685
6,8.75889735825663,8.70683199869916,7.265230943343435,7.3458580933822235,8.283184447338064,7.743161662738442,0.0,8.728101300308394,8.406157909090155,8.842573222788428
7,7.94409907389684,8.228647060078906,7.942225981481506,7.4552902072012275,5.768247175316304,6.725573478757079,8.728101300308394,0.0,8.116110308562165,8.221505185135754
8,6.642670871294015,7.2317300240165165,7.655528279880689,7.8047242968719415,7.94799187874316,7.929977242625649,8.406157909090155,8.116110308562165,0.0,7.427460072392011
9,7.4339247814884635,5.167366114334015,7.958814819729134,8.033630356168215,8.272743453988534,7.976533197602685,8.842573222788428,8.221505185135754,7.427460072392011,0.0
