0,1,2,3,4,5,6,7,8,9
390,5,8,3,1,1,1,7,27,7
7,334,1,1,2,0,1,3,5,96
14,1,353,12,20,7,22,10,9,2
3,3,9,352,16,35,19,5,3,5
8,0,9,29,330,15,10,46,1,2
5,3,3,85,36,265,7,42,3,1
2,0,16,8,1,2,418,1,2,0
5,0,4,11,27,18,2,373,6,4
25,4,5,4,4,1,1,5,389,12
17,44,0,1,0,0,0,2,6,380
