0,1,2,3,4,5,6,7,8,9
406,6,4,4,1,1,0,4,18,6
5,367,3,0,1,1,0,1,3,69
18,1,372,11,15,9,14,5,4,1
3,2,7,362,13,46,9,7,1,0
7,0,15,16,343,27,6,32,2,2
2,4,8,65,38,317,3,11,0,2
3,0,12,9,1,4,419,1,1,0
3,2,2,2,31,22,1,381,3,3
26,7,5,2,2,0,1,5,390,12
12,57,0,2,0,0,0,0,3,376
