0,1,2,3,4,5,6,7,8,9
418,1,6,1,3,1,0,2,16,2
3,381,1,0,0,0,1,2,4,58
6,1,393,5,15,4,13,6,6,1
3,1,7,357,18,44,8,10,1,1
3,1,9,12,382,14,9,18,2,0
2,3,4,40,30,346,5,18,1,1
3,0,9,1,0,1,435,1,0,0
2,1,2,2,23,19,0,395,1,5
21,6,5,2,1,0,2,4,401,8
8,58,1,2,1,0,0,1,4,375
