seed,best_val_accuracy,test_loss,accuracy
13,0.8869999760389328,0.320096745826304,0.8855999761819839
37,0.8897999757528305,0.3384152523241937,0.8772999763488769
73,0.876599977016449,0.3443834989145398,0.8771999770402908
