0,1,2,3,4,5,6,7,8,9
383,7,14,1,1,0,0,4,31,9
3,361,4,1,0,1,0,3,4,73
6,2,373,8,19,9,15,8,10,0
4,4,12,323,20,68,7,6,2,4
9,0,10,21,344,22,7,33,2,2
6,4,14,52,26,316,5,21,4,2
2,1,20,7,3,3,409,0,5,0
1,3,5,11,32,30,0,361,4,3
17,6,8,1,3,1,0,1,404,9
11,66,1,2,0,0,0,2,8,360
